csid,age_class_part,sex,loc_stat,season,day,diary_type,part_educ_stat,part_job,age_class_cont,diary_keeper,shadow_present,shadow_num,fam_rel,share_hh,same_room,share_bed,ever_met,how_often,difficulties_filling_diary,difficulty_comments,record_all_contacts,record_contacts_comments,behaviour_change,behaviour_change_comments,other_comments,dok_year
350,5,"Male",1,0,0,"Picture","0","Casual Laborour","Primary","Shadow",1,1,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","Yes","I work at the quarry so I had to leave my work to go and ask the participant those he had shaken hands with.","No",2011
350,5,"Male",1,0,0,"Picture","0","Casual Laborour","Primary","Shadow",1,1,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","Yes","I work at the quarry so I had to leave my work to go and ask the participant those he had shaken hands with.","No",2011
350,5,"Male",1,0,0,"Picture","0","Casual Laborour","Adult","Shadow",1,1,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","Yes","I work at the quarry so I had to leave my work to go and ask the participant those he had shaken hands with.","No",2011
350,5,"Male",1,0,0,"Picture","0","Casual Laborour","Adult","Shadow",1,1,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","Yes","I work at the quarry so I had to leave my work to go and ask the participant those he had shaken hands with.","No",2011
350,5,"Male",1,0,0,"Picture","0","Casual Laborour","Pre-School","Shadow",1,1,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","Yes","I work at the quarry so I had to leave my work to go and ask the participant those he had shaken hands with.","No",2011
350,5,"Male",1,0,0,"Picture","0","Casual Laborour","Adult","Shadow",1,1,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","Yes","I work at the quarry so I had to leave my work to go and ask the participant those he had shaken hands with.","No",2011
350,5,"Male",1,0,0,"Picture","0","Casual Laborour","Older","Shadow",1,1,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","Yes","I work at the quarry so I had to leave my work to go and ask the participant those he had shaken hands with.","No",2011
350,5,"Male",1,0,0,"Picture","0","Casual Laborour","Adult","Shadow",1,1,"Spouse","No","Yes","Yes","Yes","Daily","No","None","Yes","None","Yes","I work at the quarry so I had to leave my work to go and ask the participant those he had shaken hands with.","No",2011
350,5,"Male",1,0,0,"Picture","0","Casual Laborour","Pre-School","Shadow",1,1,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","Yes","I work at the quarry so I had to leave my work to go and ask the participant those he had shaken hands with.","No",2011
350,5,"Male",1,0,0,"Picture","0","Casual Laborour","Adult","Shadow",1,1,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","Yes","I work at the quarry so I had to leave my work to go and ask the participant those he had shaken hands with.","No",2011
350,5,"Male",1,0,0,"Picture","0","Casual Laborour","Pre-School","Shadow",1,1,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","Yes","I work at the quarry so I had to leave my work to go and ask the participant those he had shaken hands with.","No",2011
352,4,"Female",1,1,1,"Picture","1","Unemployed","Adult","Participant",0,0,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No",2011
352,4,"Female",1,1,1,"Picture","1","Unemployed","Infant","Participant",0,0,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
352,4,"Female",1,1,1,"Picture","1","Unemployed","Primary","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
352,4,"Female",1,1,1,"Picture","1","Unemployed","Secondary","Participant",0,0,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
352,4,"Female",1,1,1,"Picture","1","Unemployed","Secondary","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
352,4,"Female",1,1,1,"Picture","1","Unemployed","Older","Participant",0,0,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
352,4,"Female",1,1,1,"Picture","1","Unemployed","Infant","Participant",0,0,"Other relative","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
352,4,"Female",1,1,1,"Picture","1","Unemployed","Primary","Participant",0,0,"Other relative","No","No","No","Yes","Daily","No","None","Yes","None","No","None","No",2011
352,4,"Female",1,1,1,"Picture","1","Unemployed","Primary","Participant",0,0,"Spouse","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","No",2011
353,6,"Male",1,1,1,"Picture","1","Other","Adult","Participant",0,0,"Missing","No","Missing","Missing","No","Missing","No","None","Yes","None","No","None","No",2011
353,6,"Male",1,1,1,"Picture","1","Other","Older","Participant",0,0,"Missing","No","Missing","Missing","Yes","Daily","No","None","Yes","None","No","None","No",2011
353,6,"Male",1,1,1,"Picture","1","Other","Adult","Participant",0,0,"Missing","No","Missing","Missing","No","Missing","No","None","Yes","None","No","None","No",2011
353,6,"Male",1,1,1,"Picture","1","Other","Adult","Participant",0,0,"Missing","No","Missing","Missing","No","Missing","No","None","Yes","None","No","None","No",2011
353,6,"Male",1,1,1,"Picture","1","Other","Adult","Participant",0,0,"Missing","No","Missing","Missing","No","Missing","No","None","Yes","None","No","None","No",2011
354,5,"Female",1,1,0,"Picture","0","Unemployed","Primary","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Missing","Shadow was not told the last people contacted by the participant","No","None","No",2011
354,5,"Female",1,1,0,"Picture","0","Unemployed","Primary","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Missing","Shadow was not told the last people contacted by the participant","No","None","No",2011
354,5,"Female",1,1,0,"Picture","0","Unemployed","Older","Shadow",1,1,"Other relative","No","No","No","Yes","Rarely","No","None","Missing","Shadow was not told the last people contacted by the participant","No","None","No",2011
354,5,"Female",1,1,0,"Picture","0","Unemployed","Older","Shadow",1,1,"Other relative","No","No","No","Yes","Rarely","No","None","Missing","Shadow was not told the last people contacted by the participant","No","None","No",2011
354,5,"Female",1,1,0,"Picture","0","Unemployed","Primary","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Missing","Shadow was not told the last people contacted by the participant","No","None","No",2011
354,5,"Female",1,1,0,"Picture","0","Unemployed","Older","Shadow",1,1,"Other relative","No","No","No","Yes","Rarely","No","None","Missing","Shadow was not told the last people contacted by the participant","No","None","No",2011
354,5,"Female",1,1,0,"Picture","0","Unemployed","Adult","Shadow",1,1,"Other relative","No","No","No","No","Missing","No","None","Missing","Shadow was not told the last people contacted by the participant","No","None","No",2011
354,5,"Female",1,1,0,"Picture","0","Unemployed","Older","Shadow",1,1,"Other relative","No","No","No","Yes","Regularly","No","None","Missing","Shadow was not told the last people contacted by the participant","No","None","No",2011
354,5,"Female",1,1,0,"Picture","0","Unemployed","Older","Shadow",1,1,"Other relative","No","No","No","Yes","Rarely","No","None","Missing","Shadow was not told the last people contacted by the participant","No","None","No",2011
354,5,"Female",1,1,0,"Picture","0","Unemployed","Adult","Shadow",1,1,"Other relative","No","No","No","No","Missing","No","None","Missing","Shadow was not told the last people contacted by the participant","No","None","No",2011
354,5,"Female",1,1,0,"Picture","0","Unemployed","Adult","Shadow",1,1,"Other relative","No","No","No","Yes","Rarely","No","None","Missing","Shadow was not told the last people contacted by the participant","No","None","No",2011
354,5,"Female",1,1,0,"Picture","0","Unemployed","Secondary","Shadow",1,1,"Other relative","No","Yes","Yes","Yes","Rarely","No","None","Missing","Shadow was not told the last people contacted by the participant","No","None","No",2011
354,5,"Female",1,1,0,"Picture","0","Unemployed","Older","Shadow",1,1,"Other relative","No","No","No","Yes","Daily","No","None","Missing","Shadow was not told the last people contacted by the participant","No","None","No",2011
354,5,"Female",1,1,0,"Picture","0","Unemployed","Older","Shadow",1,1,"Other relative","No","No","No","No","Missing","No","None","Missing","Shadow was not told the last people contacted by the participant","No","None","No",2011
354,5,"Female",1,1,0,"Picture","0","Unemployed","Pre-School","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Missing","Shadow was not told the last people contacted by the participant","No","None","No",2011
354,5,"Female",1,1,0,"Picture","0","Unemployed","Adult","Shadow",1,1,"Other relative","No","No","No","Yes","Rarely","No","None","Missing","Shadow was not told the last people contacted by the participant","No","None","No",2011
354,5,"Female",1,1,0,"Picture","0","Unemployed","Adult","Shadow",1,1,"Other relative","No","No","No","Yes","Rarely","No","None","Missing","Shadow was not told the last people contacted by the participant","No","None","No",2011
354,5,"Female",1,1,0,"Picture","0","Unemployed","Adult","Shadow",1,1,"Other relative","No","No","No","Yes","Daily","No","None","Missing","Shadow was not told the last people contacted by the participant","No","None","No",2011
354,5,"Female",1,1,0,"Picture","0","Unemployed","Adult","Shadow",1,1,"Other relative","No","No","No","Yes","Rarely","No","None","Missing","Shadow was not told the last people contacted by the participant","No","None","No",2011
354,5,"Female",1,1,0,"Picture","0","Unemployed","Adult","Shadow",1,1,"Other relative","No","No","No","Yes","Rarely","No","None","Missing","Shadow was not told the last people contacted by the participant","No","None","No",2011
354,5,"Female",1,1,0,"Picture","0","Unemployed","Adult","Shadow",1,1,"Other relative","Yes","No","No","Yes","Daily","No","None","Missing","Shadow was not told the last people contacted by the participant","No","None","No",2011
356,4,"Female",1,1,1,"Picture","2","Student","Adult","Participant",0,0,"Sibling","No","Yes","Yes","Yes","Regularly","No","none","Yes","none","No","none","no",2011
356,4,"Female",1,1,1,"Picture","2","Student","Secondary","Participant",0,0,"Sibling","No","Yes","Yes","Yes","Often","No","none","Yes","none","No","none","no",2011
356,4,"Female",1,1,1,"Picture","2","Student","Pre-School","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","none","Yes","none","No","none","no",2011
356,4,"Female",1,1,1,"Picture","2","Student","Adult","Participant",0,0,"Sibling","No","Yes","Yes","Yes","Regularly","No","none","Yes","none","No","none","no",2011
356,4,"Female",1,1,1,"Picture","2","Student","Adult","Participant",0,0,"Sibling","No","Yes","Yes","Yes","Regularly","No","none","Yes","none","No","none","no",2011
356,4,"Female",1,1,1,"Picture","2","Student","Older","Participant",0,0,"Sibling","No","Yes","Yes","Yes","Regularly","No","none","Yes","none","No","none","no",2011
356,4,"Female",1,1,1,"Picture","2","Student","Pre-School","Participant",0,0,"Parent","No","No","No","No","Missing","No","none","Yes","none","No","none","no",2011
356,4,"Female",1,1,1,"Picture","2","Student","Adult","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
356,4,"Female",1,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","Yes","Yes","Yes","Daily","No","none","Yes","none","No","none","no",2011
356,4,"Female",1,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","Yes","Yes","Missing","Missing","No","none","Yes","none","No","none","no",2011
356,4,"Female",1,1,1,"Picture","2","Student","Pre-School","Participant",0,0,"Sibling","No","Yes","Yes","No","Missing","No","none","Yes","none","No","none","no",2011
356,4,"Female",1,1,1,"Picture","2","Student","Primary","Participant",0,0,"Parent","No","No","No","Missing","Missing","No","none","Yes","none","No","none","no",2011
356,4,"Female",1,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","Yes","Yes","Missing","Missing","No","none","Yes","none","No","none","no",2011
356,4,"Female",1,1,1,"Picture","2","Student","Pre-School","Participant",0,0,"Sibling","No","Yes","Yes","Yes","Regularly","No","none","Yes","none","No","none","no",2011
356,4,"Female",1,1,1,"Picture","2","Student","Pre-School","Participant",0,0,"Sibling","No","Yes","Yes","Missing","Missing","No","none","Yes","none","No","none","no",2011
356,4,"Female",1,1,1,"Picture","2","Student","Adult","Participant",0,0,"Sibling","No","Yes","Yes","Yes","Regularly","No","none","Yes","none","No","none","no",2011
356,4,"Female",1,1,1,"Picture","2","Student","Adult","Participant",0,0,"Sibling","Yes","Yes","Yes","Yes","Daily","No","none","Yes","none","No","none","no",2011
356,4,"Female",1,1,1,"Picture","2","Student","Pre-School","Participant",0,0,"Sibling","No","Yes","Yes","No","Missing","No","none","Yes","none","No","none","no",2011
356,4,"Female",1,1,1,"Picture","2","Student","Adult","Participant",0,0,"Sibling","No","Yes","Yes","Yes","Daily","No","none","Yes","none","No","none","no",2011
356,4,"Female",1,1,1,"Picture","2","Student","Adult","Participant",0,0,"Sibling","No","Yes","Yes","Yes","Daily","No","none","Yes","none","No","none","no",2011
356,4,"Female",1,1,1,"Picture","2","Student","Pre-School","Participant",0,0,"Sibling","No","Yes","Yes","Missing","Missing","No","none","Yes","none","No","none","no",2011
356,4,"Female",1,1,1,"Picture","2","Student","Adult","Participant",0,0,"Sibling","No","Yes","Yes","Yes","Daily","No","none","Yes","none","No","none","no",2011
356,4,"Female",1,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","Yes","Yes","Yes","Daily","No","none","Yes","none","No","none","no",2011
356,4,"Female",1,1,1,"Picture","2","Student","Primary","Participant",0,0,"Sibling","No","Yes","Yes","No","Missing","No","none","Yes","none","No","none","no",2011
356,4,"Female",1,1,1,"Picture","2","Student","Pre-School","Participant",0,0,"Sibling","No","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
358,6,"Female",1,1,0,"Picture","0","Unemployed","Older","Shadow",1,1,"Missing","No","Missing","Missing","Yes","Daily","No","none","Yes","none","No","none","no",2011
358,6,"Female",1,1,0,"Picture","0","Unemployed","Older","Shadow",1,1,"Missing","No","Missing","Missing","Yes","Daily","No","none","Yes","none","No","none","no",2011
358,6,"Female",1,1,0,"Picture","0","Unemployed","Primary","Shadow",1,1,"Missing","No","Missing","Missing","Yes","Daily","No","none","Yes","none","No","none","no",2011
358,6,"Female",1,1,0,"Picture","0","Unemployed","Older","Shadow",1,1,"Missing","No","Missing","Missing","Yes","Daily","No","none","Yes","none","No","none","no",2011
359,1,"Female",1,0,1,"Picture","0","Pre-School","Secondary","Shadow",1,1,"Parent","No","Yes","Yes","Yes","Daily","No","none","Yes","none","No","none","no",2011
359,1,"Female",1,0,1,"Picture","0","Pre-School","Pre-School","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
359,1,"Female",1,0,1,"Picture","0","Pre-School","Adult","Shadow",1,1,"Sibling","Yes","No","No","Yes","Daily","No","none","Yes","none","No","none","no",2011
359,1,"Female",1,0,1,"Picture","0","Pre-School","Adult","Shadow",1,1,"Sibling","No","No","No","Yes","Rarely","No","none","Yes","none","No","none","no",2011
